signal_time,entry_time,coin,entry_price,stop_price,target_price,stop_dist_pct,beta_4h,vol_zscore,regime,confidence,tier,leverage,rr,is_new
2024-05-24 03:00:00,2024-05-24 05:00:00,APTUSDT,8.998,8.215715,10.171428,8.694,-0.243,1.668,TRENDING,55.0,B,2,1.5,True
2024-05-25 04:00:00,2024-05-25 06:00:00,LTCUSDT,85.32,84.2964,86.8554,1.2,-1.27,1.038,RANGING,70.6,B,20,1.5,True
2024-05-25 04:00:00,2024-05-25 06:00:00,NEARUSDT,7.925,7.823685,8.076972,1.278,0.06,2.248,RANGING,82.7,A,19,1.5,True
2024-05-25 04:00:00,2024-05-25 06:00:00,ATOMUSDT,8.478,8.27442,8.78337,2.401,-1.547,1.941,RANGING,84.1,A,10,1.5,True
2024-05-25 11:00:00,2024-05-25 13:00:00,NEARUSDT,8.026,7.853535,8.284698,2.149,-0.266,1.552,RANGING,78.3,A,11,1.5,True
2024-05-26 02:00:00,2024-05-26 04:00:00,LINKUSDT,17.734,16.828435,19.092348,5.106,-0.965,4.907,TRENDING,75.0,A,4,1.5,True
2024-05-27 02:00:00,2024-05-27 04:00:00,OPUSDT,2.5898,2.492574,2.735638,3.754,0.25,2.42,RANGING,66.3,B,6,1.5,True
2024-05-27 11:00:00,2024-05-27 13:00:00,SOLUSDT,168.274,163.015825,176.161262,3.125,-3.386,1.989,RANGING,84.8,A,8,1.5,False
2024-05-28 00:00:00,2024-05-28 02:00:00,INJUSDT,25.442,25.379465,25.611662,0.246,-0.643,1.677,RANGING,80.2,A,100,2.71,True
2024-05-28 00:00:00,2024-05-28 02:00:00,ATOMUSDT,8.648,8.51123,8.853155,1.582,-0.927,1.726,RANGING,80.9,A,15,1.5,True
2024-05-28 00:00:00,2024-05-28 02:00:00,AVAXUSDT,37.706,37.51548,37.99178,0.505,-1.212,1.245,RANGING,73.7,B,49,1.5,False
2024-05-28 00:00:00,2024-05-28 02:00:00,APTUSDT,9.555,9.365935,9.838597,1.979,-0.785,1.924,RANGING,83.9,A,12,1.5,True
2024-05-31 00:00:00,2024-05-31 02:00:00,MATICUSDT,0.698,0.683764,0.719354,2.04,-0.084,1.155,RANGING,72.3,B,12,1.5,False
2024-05-31 00:00:00,2024-05-31 02:00:00,LTCUSDT,84.16,83.11235,85.731475,1.245,-0.752,1.363,RANGING,75.4,A,20,1.5,True
2024-05-31 00:00:00,2024-05-31 02:00:00,NEARUSDT,7.317,7.182905,7.518143,1.833,0.089,1.739,RANGING,72.2,B,13,1.5,True
2024-05-31 00:00:00,2024-05-31 02:00:00,APTUSDT,9.177,8.81172,9.72492,3.98,0.097,2.638,RANGING,84.8,A,6,1.5,True
2024-05-31 20:00:00,2024-05-31 22:00:00,LINKUSDT,18.437,17.37668,20.02748,5.751,-3.052,1.248,RANGING,73.7,B,4,1.5,True
2024-05-31 23:00:00,2024-06-01 01:00:00,APTUSDT,9.133,8.930125,9.437312,2.221,-0.943,1.039,RANGING,70.6,B,11,1.5,True
2024-05-31 23:00:00,2024-06-01 01:00:00,LTCUSDT,83.11,81.63975,85.315375,1.769,-0.053,1.721,RANGING,80.8,A,14,1.5,True
2024-05-31 23:00:00,2024-06-01 01:00:00,NEARUSDT,7.241,7.04858,7.52963,2.657,-0.494,1.045,RANGING,70.7,B,9,1.5,True
2024-05-31 23:00:00,2024-06-01 01:00:00,INJUSDT,24.361,24.13273,24.841679,0.937,-0.799,1.684,RANGING,80.3,A,26,2.11,True
2024-06-01 21:00:00,2024-06-01 23:00:00,SOLUSDT,166.281,166.082415,167.010186,0.119,0.163,1.119,RANGING,55.5,B,100,3.67,False
2024-06-01 21:00:00,2024-06-01 23:00:00,ETHUSDT,3817.49,3773.16935,3883.970975,1.161,-0.099,2.321,RANGING,89.8,A,21,1.5,False
2024-06-01 21:00:00,2024-06-01 23:00:00,ARBUSDT,1.1341,1.11828,1.157829,1.395,0.27,2.136,RANGING,60.1,B,17,1.5,False
2024-06-03 00:00:00,2024-06-03 02:00:00,ATOMUSDT,8.406,8.112235,8.846648,3.495,-0.467,1.562,RANGING,78.4,A,7,1.5,True
2024-06-03 00:00:00,2024-06-03 02:00:00,ARBUSDT,1.1266,1.085545,1.188183,3.644,-1.06,2.088,RANGING,86.3,A,6,1.5,False
2024-06-03 00:00:00,2024-06-03 02:00:00,APTUSDT,9.055,8.756,9.5035,3.302,-1.006,2.112,RANGING,86.7,A,7,1.5,True
2024-06-03 01:00:00,2024-06-03 03:00:00,BNBUSDT,608.55,593.32845,631.382325,2.501,0.139,2.051,RANGING,71.8,B,9,1.5,False
2024-06-03 04:00:00,2024-06-03 06:00:00,BNBUSDT,628.72,593.32845,681.807325,5.629,0.165,2.144,RANGING,70.7,B,4,1.5,False
2024-06-05 00:00:00,2024-06-05 02:00:00,INJUSDT,25.535,24.80137,26.635445,2.873,-0.539,2.046,TRENDING,60.7,B,8,1.5,True
2024-06-07 09:00:00,2024-06-07 11:00:00,APTUSDT,9.269,8.96097,9.731045,3.323,-0.015,1.344,RANGING,75.2,A,7,1.5,True
2024-06-07 12:00:00,2024-06-07 14:00:00,BNBUSDT,703.6,693.6543,718.51855,1.414,0.027,2.814,RANGING,94.5,A,17,1.5,False
2024-06-10 13:00:00,2024-06-10 15:00:00,ETHUSDT,3703.59,3624.387,3822.3945,2.139,-0.106,1.227,RANGING,73.4,B,11,1.5,False
2024-06-13 14:00:00,2024-06-13 16:00:00,ETHUSDT,3470.29,3454.84895,3493.451575,0.445,-1.18,1.021,RANGING,70.3,B,56,1.5,False
2024-06-14 05:00:00,2024-06-14 07:00:00,LTCUSDT,79.52,78.3662,81.2507,1.451,-0.324,2.214,TRENDING,63.2,B,17,1.5,True
2024-06-19 01:00:00,2024-06-19 03:00:00,OPUSDT,1.9296,1.724634,2.23705,10.622,-6.973,2.43,TRENDING,66.5,B,2,1.5,True
2024-06-19 01:00:00,2024-06-19 03:00:00,LTCUSDT,74.62,70.247,81.1795,5.86,-0.879,1.867,TRENDING,58.0,B,4,1.5,True
2024-06-19 01:00:00,2024-06-19 03:00:00,ARBUSDT,0.8271,0.763762,0.922107,7.658,-3.259,1.728,TRENDING,55.9,B,3,1.5,False
2024-06-20 22:00:00,2024-06-21 00:00:00,APTUSDT,6.888,6.66849,7.217265,3.187,-0.609,1.315,RANGING,74.7,B,7,1.5,True
2024-06-22 16:00:00,2024-06-22 18:00:00,ARBUSDT,0.8057,0.787244,0.833384,2.291,-3.316,1.163,RANGING,72.4,B,10,1.5,False
2024-06-27 05:00:00,2024-06-27 07:00:00,INJUSDT,23.462,22.487995,24.923008,4.151,-0.406,1.394,RANGING,75.9,A,6,1.5,True
2024-06-27 06:00:00,2024-06-27 08:00:00,INJUSDT,23.495,22.487995,25.005508,4.286,0.017,1.371,RANGING,73.8,B,5,1.5,True
2024-06-28 12:00:00,2024-06-28 14:00:00,INJUSDT,22.994,22.738735,23.376898,1.11,-0.448,5.658,RANGING,100.0,A,22,1.5,True
2024-06-28 12:00:00,2024-06-28 14:00:00,AVAXUSDT,28.211,27.711745,28.959882,1.77,0.177,1.25,RANGING,56.1,B,14,1.5,False
2024-07-02 22:00:00,2024-07-03 00:00:00,OPUSDT,1.7714,1.724136,1.842296,2.668,0.089,1.333,RANGING,66.1,B,9,1.5,True
2024-07-03 00:00:00,2024-07-03 02:00:00,APTUSDT,6.822,6.80779,6.855922,0.208,0.022,1.211,RANGING,70.9,B,100,2.39,True
2024-07-03 10:00:00,2024-07-03 12:00:00,LINKUSDT,14.144,13.998655,14.362017,1.028,-0.89,2.412,TRENDING,66.2,B,24,1.5,True
2024-07-07 21:00:00,2024-07-07 23:00:00,AVAXUSDT,25.736,25.335685,26.336472,1.555,0.172,2.978,RANGING,82.5,A,16,1.5,False
2024-07-09 22:00:00,2024-07-10 00:00:00,MATICUSDT,0.4943,0.490634,0.50802,0.742,-0.125,1.565,RANGING,78.5,A,33,3.74,False
2024-07-09 22:00:00,2024-07-10 00:00:00,OPUSDT,1.5908,1.48643,1.747354,6.561,-0.125,2.003,RANGING,85.0,A,3,1.5,True
2024-07-14 19:00:00,2024-07-14 21:00:00,DOTUSDT,6.342,6.148105,6.632842,3.057,-0.855,3.248,TRENDING,75.0,A,8,1.5,True
2024-07-15 15:00:00,2024-07-15 17:00:00,OPUSDT,1.7859,1.74921,1.840935,2.054,-0.364,2.414,TRENDING,66.2,B,12,1.5,True
2024-07-17 21:00:00,2024-07-17 23:00:00,SOLUSDT,155.467,153.80312,157.96282,1.07,0.13,2.646,RANGING,81.7,A,23,1.5,False
2024-07-19 13:00:00,2024-07-19 15:00:00,BNBUSDT,591.92,563.3093,634.83605,4.834,0.032,2.365,RANGING,87.3,A,5,1.5,False
2024-07-19 15:00:00,2024-07-19 17:00:00,BNBUSDT,592.39,563.3093,636.01105,4.909,-0.848,2.557,RANGING,93.4,A,5,1.5,False
2024-07-22 00:00:00,2024-07-22 02:00:00,LTCUSDT,74.15,70.79425,79.183625,4.526,-0.417,1.05,RANGING,70.8,B,5,1.5,True
2024-07-25 12:00:00,2024-07-25 14:00:00,MATICUSDT,0.5014,0.493321,0.513518,1.611,-2.748,2.121,TRENDING,61.8,B,15,1.5,False
2024-07-25 12:00:00,2024-07-25 14:00:00,ATOMUSDT,5.86,5.746125,6.030813,1.943,-0.677,2.173,TRENDING,62.6,B,12,1.5,True
2024-07-25 12:00:00,2024-07-25 14:00:00,INJUSDT,24.234,22.696945,26.539583,6.343,-1.078,2.696,TRENDING,70.4,B,3,1.5,True
2024-07-27 07:00:00,2024-07-27 09:00:00,NEARUSDT,5.812,5.600855,6.128718,3.633,-1.25,2.917,TRENDING,73.8,B,6,1.5,True
2024-07-30 05:00:00,2024-07-30 07:00:00,MATICUSDT,0.5237,0.50357,0.553896,3.844,-0.45,2.229,TRENDING,63.4,B,6,1.5,False
2024-08-02 12:00:00,2024-08-02 14:00:00,NEARUSDT,4.733,4.693415,4.847427,0.836,0.08,2.794,RANGING,89.0,A,29,2.89,True
2024-08-09 19:00:00,2024-08-09 21:00:00,APTUSDT,5.738,5.594885,5.952672,2.494,0.265,2.022,RANGING,58.8,B,10,1.5,True
2024-08-11 06:00:00,2024-08-11 08:00:00,APTUSDT,6.189,5.8506,6.6966,5.468,-0.993,1.082,RANGING,71.2,B,4,1.5,True
2024-08-17 11:00:00,2024-08-17 13:00:00,LTCUSDT,67.56,65.5108,70.6338,3.033,-0.543,2.659,RANGING,94.9,A,8,1.5,True
2024-08-17 17:00:00,2024-08-17 19:00:00,OPUSDT,1.3146,1.251412,1.409383,4.807,-0.091,2.311,RANGING,89.7,A,5,1.5,True
2024-08-18 21:00:00,2024-08-18 23:00:00,APTUSDT,5.779,5.758065,5.810402,0.362,-0.057,2.244,TRENDING,63.7,B,69,1.5,True
2024-08-21 13:00:00,2024-08-21 15:00:00,MATICUSDT,0.4854,0.453521,0.533218,6.568,-1.485,1.255,RANGING,73.8,B,3,1.5,False
2024-08-22 20:00:00,2024-08-22 22:00:00,LTCUSDT,63.81,62.41635,65.900475,2.184,-0.483,1.758,RANGING,81.4,A,11,1.5,True
2024-08-24 15:00:00,2024-08-24 17:00:00,AVAXUSDT,27.492,26.042135,29.666798,5.274,-2.039,2.569,TRENDING,68.5,B,4,1.5,False
2024-08-25 03:00:00,2024-08-25 05:00:00,DOTUSDT,4.876,4.81779,4.963315,1.194,-6.146,3.737,TRENDING,75.0,A,20,1.5,True
2024-08-26 06:00:00,2024-08-26 08:00:00,LINKUSDT,12.565,11.879305,13.593542,5.457,-1.888,5.468,TRENDING,75.0,A,4,1.5,True
2024-09-08 04:00:00,2024-09-08 06:00:00,BNBUSDT,497.41,487.87835,511.707475,1.916,0.108,1.541,RANGING,67.3,B,13,1.5,False
2024-09-08 04:00:00,2024-09-08 06:00:00,ARBUSDT,0.5064,0.494515,0.524227,2.347,-2.95,2.359,RANGING,90.4,A,10,1.5,False
2024-09-08 04:00:00,2024-09-08 06:00:00,LINKUSDT,10.219,9.88035,10.726975,3.314,-1.907,2.545,RANGING,93.2,A,7,1.5,True
2024-09-12 12:00:00,2024-09-12 14:00:00,DOTUSDT,4.215,4.174025,4.276462,0.972,0.261,1.917,RANGING,57.6,B,25,1.5,True
2024-09-12 12:00:00,2024-09-12 14:00:00,AVAXUSDT,23.536,23.309865,23.875203,0.961,0.183,2.992,RANGING,81.6,A,26,1.5,False
2024-09-13 04:00:00,2024-09-13 06:00:00,APTUSDT,6.098,6.008805,6.231792,1.463,-0.599,1.915,RANGING,83.7,A,17,1.5,True
2024-09-13 11:00:00,2024-09-13 13:00:00,BNBUSDT,552.46,535.73785,577.543225,3.027,0.293,2.145,RANGING,57.8,B,8,1.5,False
2024-09-15 00:00:00,2024-09-15 02:00:00,LINKUSDT,11.315,11.144995,11.570008,1.502,-1.272,1.385,RANGING,75.8,A,16,1.5,True
2024-09-15 00:00:00,2024-09-15 02:00:00,AVAXUSDT,25.11,25.037185,25.511586,0.29,-2.851,1.495,RANGING,77.4,A,86,5.52,False
2024-09-15 00:00:00,2024-09-15 02:00:00,NEARUSDT,4.256,4.136215,4.435678,2.814,-0.554,1.837,RANGING,82.6,A,8,1.5,True
2024-09-20 21:00:00,2024-09-20 23:00:00,ATOMUSDT,4.524,4.438695,4.651958,1.886,0.104,2.231,RANGING,78.0,A,13,1.5,True
2024-09-21 00:00:00,2024-09-21 02:00:00,ETHUSDT,2541.01,2502.73345,2598.424825,1.506,-0.22,1.93,RANGING,83.9,A,16,1.5,False
2024-09-21 00:00:00,2024-09-21 02:00:00,BNBUSDT,568.7,561.32925,579.985939,1.296,0.129,2.627,RANGING,81.5,A,19,1.53,False
2024-09-21 00:00:00,2024-09-21 02:00:00,ATOMUSDT,4.497,4.438695,4.586244,1.297,0.12,1.356,RANGING,63.4,B,19,1.53,True
2024-09-21 14:00:00,2024-09-21 16:00:00,INJUSDT,21.063,20.543765,21.841852,2.465,-0.238,2.515,RANGING,92.7,A,10,1.5,True
2024-09-22 20:00:00,2024-09-22 22:00:00,BNBUSDT,588.27,574.4135,609.05475,2.355,-0.534,2.8,RANGING,97.0,A,10,1.5,False
2024-09-23 03:00:00,2024-09-23 05:00:00,ATOMUSDT,4.644,4.4576,4.9236,4.014,-0.064,1.182,RANGING,72.7,B,6,1.5,True
2024-09-27 23:00:00,2024-09-28 01:00:00,APTUSDT,8.3764,8.020098,8.910853,4.254,-2.225,1.849,TRENDING,57.7,B,5,1.5,True
2024-10-06 08:00:00,2024-10-06 10:00:00,BNBUSDT,561.5,555.21,570.935,1.12,-0.186,1.515,RANGING,77.7,A,22,1.5,False
2024-10-10 06:00:00,2024-10-10 08:00:00,LINKUSDT,10.596,10.35397,10.959045,2.284,-1.379,1.771,TRENDING,56.6,B,10,1.5,True
2024-10-16 11:00:00,2024-10-16 13:00:00,OPUSDT,1.7209,1.685331,1.774254,2.067,-1.505,2.426,TRENDING,66.4,B,12,1.5,True
2024-10-16 11:00:00,2024-10-16 13:00:00,ETHUSDT,2605.79,2584.612,2672.538947,0.813,-0.83,1.697,TRENDING,55.5,B,30,3.15,False
2024-10-16 18:00:00,2024-10-16 20:00:00,BNBUSDT,602.44,587.1097,625.43545,2.545,-2.007,2.541,TRENDING,68.1,B,9,1.5,False
2024-10-16 20:00:00,2024-10-16 22:00:00,NEARUSDT,5.013,4.85759,5.246115,3.1,-1.316,1.96,TRENDING,59.4,B,8,1.5,True
2024-10-16 20:00:00,2024-10-16 22:00:00,OPUSDT,1.775,1.690306,1.902041,4.771,-0.957,2.085,TRENDING,61.3,B,5,1.5,True
2024-10-17 22:00:00,2024-10-18 00:00:00,ETHUSDT,2596.46,2560.86135,2649.857975,1.371,0.046,1.583,RANGING,74.2,B,18,1.5,False
2024-10-19 21:00:00,2024-10-19 23:00:00,ATOMUSDT,4.464,4.33422,4.65867,2.907,-1.564,1.782,RANGING,81.7,A,8,1.5,True
2024-10-19 21:00:00,2024-10-19 23:00:00,SOLUSDT,159.7,152.74245,170.136325,4.357,0.21,1.758,RANGING,60.4,B,5,1.5,False
2024-10-24 13:00:00,2024-10-24 15:00:00,SOLUSDT,175.36,170.01565,183.376525,3.048,-0.705,1.022,RANGING,70.3,B,8,1.5,False
2024-10-24 16:00:00,2024-10-24 18:00:00,ATOMUSDT,4.742,4.540185,5.044722,4.256,-0.149,1.73,RANGING,81.0,A,5,1.5,True
2024-10-26 18:00:00,2024-10-26 20:00:00,APTUSDT,9.2308,8.865649,9.778527,3.956,-4.602,2.352,TRENDING,65.3,B,6,1.5,True
2024-10-27 08:00:00,2024-10-27 10:00:00,SOLUSDT,173.57,169.349,179.9015,2.432,-9.779,1.972,RANGING,84.6,A,10,1.5,False
2024-11-29 11:00:00,2024-11-29 13:00:00,SOLUSDT,243.53,236.412,254.207,2.923,-2.237,1.935,RANGING,84.0,A,8,1.5,False
2024-11-30 06:00:00,2024-11-30 08:00:00,BNBUSDT,669.16,645.1381,705.19285,3.59,0.265,2.018,RANGING,58.8,B,6,1.5,False
2024-12-02 21:00:00,2024-12-02 23:00:00,AVAXUSDT,52.312,46.61575,60.856375,10.889,-0.718,6.655,RANGING,100.0,A,2,1.5,False
2024-12-03 05:00:00,2024-12-03 07:00:00,LINKUSDT,25.134,23.69294,27.29559,5.734,-1.073,1.675,RANGING,80.1,A,4,1.5,True
2024-12-04 06:00:00,2024-12-04 08:00:00,OPUSDT,2.5791,2.518644,2.669785,2.344,-0.256,1.502,RANGING,77.5,A,10,1.5,True
2024-12-04 06:00:00,2024-12-04 08:00:00,AVAXUSDT,54.407,47.62667,64.577495,12.462,-2.058,1.603,RANGING,79.0,A,2,1.5,False
2024-12-04 06:00:00,2024-12-04 08:00:00,ARBUSDT,1.1037,0.957489,1.323017,13.247,-0.566,1.772,RANGING,81.6,A,1,1.5,False
2024-12-04 08:00:00,2024-12-04 10:00:00,ATOMUSDT,10.342,9.397775,11.758338,9.13,-0.318,1.225,RANGING,73.4,B,2,1.5,True
2024-12-04 09:00:00,2024-12-04 11:00:00,INJUSDT,33.467,32.48476,34.94036,2.935,-14.365,1.053,RANGING,70.8,B,8,1.5,True
2024-12-04 20:00:00,2024-12-04 22:00:00,OPUSDT,2.5674,2.543917,2.736363,0.915,-2.872,1.699,RANGING,80.5,A,27,7.19,True
2024-12-04 20:00:00,2024-12-04 22:00:00,SOLUSDT,229.25,223.6959,244.337138,2.423,-0.702,1.241,RANGING,73.6,B,10,2.72,False
2024-12-04 20:00:00,2024-12-04 22:00:00,ETHUSDT,3844.49,3672.0077,4103.21345,4.486,0.191,1.909,RANGING,64.5,B,5,1.5,False
2024-12-04 20:00:00,2024-12-04 22:00:00,INJUSDT,32.017,31.3425,34.124066,2.107,-3.439,2.199,RANGING,88.0,A,11,3.12,True
2024-12-04 23:00:00,2024-12-05 01:00:00,NEARUSDT,7.145,7.125195,7.600079,0.277,-1.347,1.32,RANGING,74.8,B,90,22.98,True
2024-12-05 13:00:00,2024-12-05 15:00:00,INJUSDT,34.079,30.099745,40.047882,11.677,-2.033,1.914,TRENDING,58.7,B,2,1.5,True
2024-12-09 00:00:00,2024-12-09 02:00:00,LINKUSDT,26.83,25.409315,28.961027,5.295,-0.302,4.662,RANGING,100.0,A,4,1.5,True
2024-12-13 20:00:00,2024-12-13 22:00:00,APTUSDT,14.0907,13.34295,15.212325,5.307,-0.157,2.65,RANGING,94.8,A,4,1.5,True
2024-12-14 05:00:00,2024-12-14 07:00:00,ATOMUSDT,9.166,8.93112,9.51832,2.563,-1.421,2.762,RANGING,96.4,A,9,1.5,True
2024-12-22 03:00:00,2024-12-22 05:00:00,LTCUSDT,98.66,98.41545,99.342453,0.248,0.197,1.828,RANGING,62.7,B,100,2.79,True
2024-12-25 01:00:00,2024-12-25 03:00:00,SOLUSDT,199.78,192.24395,211.084075,3.772,-0.716,1.906,TRENDING,58.6,B,6,1.5,False
2024-12-25 10:00:00,2024-12-25 12:00:00,ATOMUSDT,6.906,6.862515,6.971227,0.63,-2.699,4.516,TRENDING,75.0,A,39,1.5,True
2024-12-25 10:00:00,2024-12-25 12:00:00,APTUSDT,9.6114,9.453396,9.848407,1.644,-1.63,2.503,TRENDING,67.5,B,15,1.5,True
2024-12-25 10:00:00,2024-12-25 12:00:00,DOTUSDT,7.429,7.34708,7.55188,1.103,-3.959,2.182,TRENDING,62.7,B,22,1.5,True
2024-12-25 10:00:00,2024-12-25 12:00:00,ARBUSDT,0.8015,0.793911,0.812884,0.947,0.046,3.152,TRENDING,70.4,B,26,1.5,False
2024-12-25 10:00:00,2024-12-25 12:00:00,SOLUSDT,196.03,192.24395,201.709075,1.931,-1.052,3.874,TRENDING,75.0,A,12,1.5,False
2024-12-25 10:00:00,2024-12-25 12:00:00,LINKUSDT,24.572,24.43322,24.797163,0.565,-4.656,4.252,TRENDING,75.0,A,44,1.62,True
2024-12-25 10:00:00,2024-12-25 12:00:00,AVAXUSDT,40.76,40.370135,41.344798,0.956,-4.053,2.722,TRENDING,70.8,B,26,1.5,False
2024-12-28 14:00:00,2024-12-28 16:00:00,BNBUSDT,725.87,683.49535,789.431975,5.838,-3.785,4.17,TRENDING,75.0,A,4,1.5,False
2024-12-28 22:00:00,2024-12-29 00:00:00,APTUSDT,9.1457,8.62267,9.930245,5.719,-2.136,1.229,RANGING,73.4,B,4,1.5,True
